run_id,timestamp,hypothesis,per_type_limit,n_input_terms,n_terms_unresolved,n_kg_entities_raw,n_kg_entities_filtered,n_filter_dropped,n_triples_raw,n_triples_signed,n_rows_collapsed,b1_inKG_ACCEPT,b2_novel_ACCEPT,b3_inKG_false_REJECT,b4_inKG_true_REJECT,b5_sign_conflict,b6_check_failed,n_accept_total,n_reject_total
a1caab018ddf41f4bb5eb11766bd35f5,2026-07-17T10:10:53,"Metformin promotes AMP-activated protein kinase (AMPK) activity, which promotes the degradation of ALG-2-interacting protein X (ALIX). This breakdown directly inhibits the nuclear escape of cytoplasmic chromatin fragments (CCFs). Halting this egress inhibits the cyclic GMP-AMP synthase and stimulator of interferon genes (cGAS-STING) pathway, which ultimately inhibits senescence-associated inflammation and promotes overall longevity.",5,7,0,43,43,0,1138,434,781,7,225,546,3,0,0,232,549
b25caa0941d04728b0001f4e7f3388f5,2026-07-17T10:15:21,"Metformin promotes UFL1 activity, which promotes the degradation of ALG-2-interacting protein X (ALIX). This breakdown directly inhibits the nuclear escape of cytoplasmic chromatin fragments (CCFs). Halting this egress inhibits the cyclic GMP-AMP synthase and stimulator of interferon genes (cGAS-STING) pathway, which ultimately inhibits senescence-associated inflammation and promotes overall longevity.",5,7,0,41,41,0,1053,396,729,8,198,520,3,0,0,206,523
43bd3f6a90184794b0243d6a79477636,2026-07-17T10:21:51,"Doxorubicin promotes UFL1 activity, which promotes the degradation of ALG-2-interacting protein. This breakdown directly inhibits the nuclear escape of cytoplasmic chromatin fragments (CCFs). Halting this egress inhibits the cyclic GMP-AMP synthase and inhibits of interferon genes (cGAS-STING) pathway, which ultimately inhibits senescence-associated inflammation and promotes overall longevity.",5,7,0,45,45,0,1360,532,926,8,257,655,6,0,0,265,661
51f66835f8fb4219a27437d6ce096971,2026-07-17T11:58:33,"Betaine supplementation promotes healthy aging and inhibits cellular senescence. By acting as an exercise mimetic, betaine inhibits TBK1 activity. This targeted inhibition promotes a reduction in systemic inflammation and promotes cellular repair, effectively delaying age-related physical decline.",5,5,0,48,24,27,309,80,243,3,86,153,1,0,0,89,154
321e226ce1054665a3601de2e94b049f,2026-07-17T12:18:11,"Betaine supplementation promotes healthy aging and inhibits cellular senescence. By acting as an exercise mimetic, betaine inhibits TBK1 activity. This targeted inhibition promotes a reduction in systemic inflammation and promotes cellular repair, effectively delaying age-related physical decline.",5,6,0,60,60,0,2130,744,1518,17,480,1016,4,1,0,497,1020
5511cea86fda47dfa6af231f06e215aa,2026-07-17T12:57:29,"I hypothesize that administration of lithocholic acid (LCA), a calorie-restriction metabolite, promotes health- and lifespan extension by activating AMPK and mimicking CR benefits",5,3,0,24,16,8,145,25,125,4,21,97,3,0,0,25,100
68c2067777cc461cb7d490bc2b0d20ed,2026-07-17T13:05:12,"I hypothesize that administration of Creatine, a calorie-restriction metabolite, promotes health- and lifespan extension by activating MC4R and mimicking CR benefits",5,3,0,29,21,7,214,32,188,12,51,118,7,0,0,63,125
4dc587fa34ce49988cb3ab284b201984,2026-07-17T13:26:32,"I hypothesize that administration of lithocholic acid (LCA), a calorie-restriction metabolite, promotes health- and lifespan extension by activating AMPK and mimicking CR benefits.",5,3,0,24,15,9,130,25,110,4,21,82,3,0,0,25,85
4fa17f3823fb429c87dc9144b0c02fee,2026-07-17T13:33:28,"Betaine supplementation promotes healthy aging and inhibits cellular senescence. By acting as an exercise mimetic, betaine inhibits TBK1 activity. This targeted inhibition promotes a reduction in systemic inflammation and promotes cellular repair, effectively delaying age-related physical decline.",5,5,0,40,20,22,396,238,200,11,110,77,1,1,0,121,78
e9c4bcfa11a140bca8df8f4f18dd749f,2026-07-17T14:44:25,"I hypothesize that administration of lithocholic acid (LCA), a calorie-restriction metabolite, promotes health- and lifespan extension by activating AMPK and mimicking CR benefits.",5,3,0,24,15,9,130,25,110,4,21,82,3,0,0,25,85
11d4d5eb595e4054822c302ea16bfe9b,2026-07-17T14:47:43,"I hypothesize that administration of Creatine, a calorie-restriction metabolite, promotes health- and lifespan extension by activating MC4R and mimicking CR benefits.",5,3,0,21,11,11,76,32,50,6,15,27,2,0,0,21,29
f406470e72bf4f02a0cce26cd6673577,2026-07-17T14:51:40,"I hypothesize that administration of Creatine, a calorie-restriction metabolite, promotes health- and lifespan extension by activating FOXO3 and mimicking CR benefits.",5,3,0,20,10,10,68,32,42,6,15,19,2,0,0,21,21
07170eeb2a4c409890c8d94c367debb5,2026-07-17T14:54:50,"Targeted treatment with panaxatriol promotes UFL1 activity, which directly inhibits chondrocyte senescence and inhibits inflammatory SASP release. By regulating these pathways, the intervention inhibits abnormal fibrocartilage formation and promotes healthy cartilage repair, effectively delaying the degenerative progression of osteoarthritis.",5,5,0,41,27,13,421,156,295,10,93,192,0,0,0,103,192
5d2508a885954fa4b8485cd92787ced7,2026-07-17T15:01:11,"The age-related suppression of UFL1 promotes the dysregulation of the FOXO1 and NF-κB pathways, which strongly promotes chondrocyte senescence. This continuous cellular decline inhibits normal joint metabolism and heavily promotes tissue fibrosis, ultimately accelerating the severe progression of osteoarthritis.",5,5,0,38,29,9,371,60,323,16,107,200,0,0,0,123,200
84a8c2079e36453f97f63889540ff145,2026-07-17T16:11:27,"Betaine supplementation promotes healthy aging and inhibits cellular senescence. By acting as an exercise mimetic, betaine inhibits TBK1 activity. This targeted inhibition promotes a reduction in systemic inflammation and promotes cellular repair, effectively delaying age-related physical decline.",5,5,0,46,32,13,676,270,454,12,158,282,1,1,0,170,283
66de915831bf464e93a933755be69f4c,2026-07-17T16:14:31,"Doxorubicin supplementation promotes healthy aging and inhibits cellular senescence. By acting as an exercise mimetic, Doxorubicin inhibits TBK1 activity. This targeted inhibition promotes a reduction in systemic inflammation and promotes cellular repair, effectively delaying age-related physical decline.",5,6,0,60,30,38,542,216,366,7,57,297,4,1,0,64,301
266c21978ab84312bd83147c19710542,2026-07-17T16:21:43,"Metformin promotes AMP-activated protein kinase (AMPK) activity, which promotes the degradation of ALG-2-interacting protein X (ALIX). This breakdown directly inhibits the nuclear escape of cytoplasmic chromatin fragments (CCFs). Halting this egress inhibits the cyclic GMP-AMP synthase and stimulator of interferon genes (cGAS-STING) pathway, which ultimately inhibits senescence-associated inflammation and promotes overall longevity.",5,7,0,52,26,26,372,82,306,4,64,236,2,0,0,68,238
db2baeb81c434a3d910b7f1622718cb1,2026-07-17T16:29:11,"Acetone supplementation inhibits healthy aging and promotes cellular senescence when used without actual physical exercise. Without the physical stress of working out, continuous acetone administration promotes the dysregulation of the petroleum refining pathway. This dysregulation inhibits natural cellular cleanup mechanisms and promotes the acceleration of age-related health decline.",5,7,0,69,36,32,562,112,471,9,95,364,2,1,0,104,366
09ce23f1028349a7a684e899d1f24fb9,2026-07-17T16:36:07,"Targeted treatment with sulfuric acid promotes hemoglobin activity, which directly inhibits chondrocyte senescence and inhibits inflammatory SASP release. By regulating the plastics polymerization pathway, the intervention inhibits abnormal fibrocartilage formation and promotes healthy cartilage repair, effectively delaying the degenerative progression of osteoarthritis.",5,8,0,79,40,39,655,117,559,9,129,416,5,0,0,138,421
c40ad318b9e24dd590eed8abf5d88602,2026-07-17T16:48:23,"Betaine supplementation promotes healthy aging and inhibits cellular senescence. By acting as an exercise mimetic, betaine inhibits TBK1 activity. This targeted inhibition promotes a reduction in systemic inflammation and promotes cellular repair, effectively delaying age-related physical decline.",5,8,0,74,41,45,1008,350,721,12,216,490,2,1,0,228,492
795ac2710a9b497895040f09293c3aa5,2026-07-17T17:15:09,"Age-related METTL14 upregulation stabilizes TLR4 mRNA and drives severe oxidative stress. This persistent inflammation impairs endothelial function and accelerates cellular senescence, ultimately driving arterial remodeling and pathological vascular aging.",5,7,0,78,39,45,807,270,591,21,233,336,0,1,0,254,336
d18e5fd473d44c74b8da46b6f37e1dc2,2026-07-17T17:26:18,"Age-related Aspirin upregulation stabilizes collagen and drives severe oxidative stress. This persistent inflammation impairs digestive function and accelerates cellular senescence, ultimately driving bone marrow remodeling and pathological skeletal aging.",5,8,0,131,65,67,2334,781,1696,25,651,1018,2,0,0,676,1020
183b502fba914a1098f99e24c9aa3446,2026-07-17T17:46:21,"I hypothesize that administration of lithocholic acid (LCA), a calorie-restriction metabolite, promotes health- and lifespan extension by activating AMPK and mimicking CR benefits.",5,3,0,24,15,9,130,25,110,4,21,82,3,0,0,25,85
391f185c9f954b4cbc6eb3bc4f16ac26,2026-07-17T17:54:44,"Acetone supplementation inhibits healthy aging and promotes cellular senescence when used without actual physical exercise. Without the physical stress of working out, continuous acetone administration promotes the dysregulation of the petroleum refining pathway. This dysregulation inhibits natural cellular cleanup mechanisms and promotes the acceleration of age-related health decline.",5,3,0,31,19,12,190,55,145,8,31,105,1,0,0,39,106
04a6ad79263a4bbabfb98206c58947fd,2026-07-17T17:59:27,"Targeted treatment with panaxatriol promotes UFL1 activity, which directly inhibits chondrocyte senescence and inhibits inflammatory SASP release. By regulating these pathways, the intervention inhibits abnormal fibrocartilage formation and promotes healthy cartilage repair, effectively delaying the degenerative progression of osteoarthritis.",5,5,0,41,27,13,421,156,295,10,93,192,0,0,0,103,192
900e76c3e94e43a2bdab37d777eea667,2026-07-18T01:05:24,"BACE1, a key β-secretase enzyme involved in amyloid precursor protein cleavage, may exhibit altered localization from postsynaptic to perisynaptic and endocytic regions in Alzheimer’s disease, reflecting synaptic compartment-specific dysregulation of amyloidogenic processing.",5,6,0,75,53,19,1970,675,1430,80,815,534,1,0,0,895,535
30f86210f73b4ccb8ded2504f5f6fc95,2026-07-18T01:25:40,"caspase-3, enzyme involved in amyloid precursor protein cleavage, may exhibit altered localization from postsynaptic to mitochondrial and endocytic regions in Alzheimer’s disease, reflecting synaptic compartment-specific dysregulation of apoptotic processing.",5,7,0,101,51,72,1398,275,1178,55,553,569,1,0,0,608,570
79c2aab0615a46f7a6de8416137aae25,2026-07-18T01:32:45,"Betaine supplementation inhibits healthy aging and promotes cellular senescence when used without actual physical exercise. Without the physical stress of working out, continuous betaine administration promotes the dysregulation of metabolic pathways. This dysregulation inhibits natural cellular cleanup mechanisms and promotes the acceleration of age-related health decline.",5,4,0,34,34,0,697,240,499,13,189,295,2,0,0,202,297
afa2ce669f504fbda6ab0ae8b7164066,2026-07-18T01:44:27,"Targeted treatment with panaxatriol promotes UFL1 activity, which directly inhibits chondrocyte senescence and inhibits inflammatory SASP release. By regulating these pathways, the intervention inhibits abnormal fibrocartilage formation and promotes healthy cartilage repair, effectively delaying the degenerative progression of osteoarthritis.",5,6,0,47,24,31,235,26,214,10,44,159,1,0,0,54,160
d47c6464890a4df1b7e8672ce0ebf7d7,2026-07-18T10:20:01,"BACE1, a key β-secretase enzyme involved in amyloid precursor protein cleavage, may exhibit altered localization from postsynaptic to perisynaptic and endocytic regions in Alzheimer’s disease, reflecting synaptic compartment-specific dysregulation of amyloidogenic processing.",5,6,0,34,26,8,472,160,344,52,195,97,0,0,0,247,97
1e309d51b7a74318a0eacbf3dee95716,2026-07-18T10:27:57,"caspase-3, enzyme involved in amyloid precursor protein cleavage, may exhibit altered localization from postsynaptic to mitochondrial and endocytic regions in Alzheimer’s disease, reflecting synaptic compartment-specific dysregulation of apoptotic processing.",5,6,0,31,18,13,156,10,148,25,65,58,0,0,0,90,58
eccf8fbbfb0a4f25a74fd62528ef73a3,2026-07-18T10:49:24,"BACE1, a key β-secretase enzyme involved in amyloid precursor protein cleavage, may exhibit altered localization from postsynaptic to perisynaptic and endocytic regions in Alzheimer’s disease, reflecting synaptic compartment-specific dysregulation of amyloidogenic processing.",5,7,0,31,19,11,164,0,164,25,113,26,0,0,0,138,26
40292399f21f46ca9a1f8f74f7bad570,2026-07-18T11:12:17,"I hypothesise, BACE1, a key β-secretase enzyme involved in amyloid precursor protein cleavage, may exhibit altered localization from postsynaptic to perisynaptic and endocytic regions in Alzheimer’s disease, reflecting synaptic compartment-specific dysregulation of amyloidogenic processing.",5,6,0,34,34,0,656,160,528,72,300,156,0,0,0,372,156
a3122dd1534043b391b68c0088acde12,2026-07-18T11:25:45,"I hypothesise, BACE1, a enzyme involved in amyloid precursor protein cleavage, may exhibit altered localization from postsynaptic to perisynaptic and endocytic regions in Alzheimer’s disease, reflecting synaptic compartment-specific dysregulation of amyloidogenic processing.",5,6,0,34,30,4,530,160,402,56,218,128,0,0,0,274,128
ce17ca1bf86e4e49925d573f99fd4b77,2026-07-18T11:38:45,"I hypothesise, BACE1, a enzyme involved in amyloid precursor protein cleavage, may exhibit altered localization from postsynaptic to perisynaptic and endocytic regions in Alzheimer’s disease, reflecting synaptic compartment-specific dysregulation of amyloidogenic processing.",5,6,0,34,17,26,131,30,107,18,50,39,0,0,0,68,39
b054e2cafc8d4f7db2967187b30d8eae,2026-07-18T11:47:48,"I hypothesise, caspase-3, enzyme involved in amyloid precursor protein cleavage, may exhibit altered localization from postsynaptic to mitochondrial and endocytic regions in Alzheimer’s disease, reflecting synaptic compartment-specific dysregulation of apoptotic processing.",5,7,0,36,23,13,251,10,243,38,108,97,0,0,0,146,97
eccbb37cdd454a9c9ee54480ae4a8ff9,2026-07-18T12:17:28,"Metformin promotes AMP-activated protein kinase (AMPK) activity, which promotes the degradation of ALG-2-interacting protein X (ALIX). This breakdown directly inhibits the nuclear escape of cytoplasmic chromatin fragments (CCFs). Halting this egress inhibits the cyclic GMP-AMP synthase and stimulator of interferon genes (cGAS-STING) pathway, which ultimately inhibits senescence-associated inflammation and promotes overall longevity.",5,8,0,32,21,27,210,0,210,1,26,182,1,0,0,27,183
15dbd68a73654f9283757712757ff98b,2026-07-18T14:09:06,"Exogenous dietary citrate promotes AMP-activated protein kinase signaling. This activation inhibits mitochondrial dysfunction and inhibits reactive oxygen species generation. Consequently, this suppression inhibits cyclin-dependent kinase inhibitor 1A expression, which directly inhibits human umbilical vein endothelial cell senescence. Ultimately, the presence of dietary citrate inhibits vascular aging and promotes cardio-cerebrovascular homeostasis.",5,9,0,45,30,15,621,198,462,5,102,354,1,0,0,107,355
379c8b9a038c4cad97fc4b9dbc617eab,2026-07-18T15:42:30,"Loss or partial suppression of ATP1 protects Saccharomyces cerevisiae against acute thermal stress by producing mild mitochondrial dysfunction that pre-activates compensatory mitochondrial proteostasis pathways including heat-shock protein folding, unfolded-protein response and autophagy thereby improving post-stress survival compared with wild-type cells.",5,8,0,18,16,2,175,70,119,9,73,37,0,0,0,82,37
46380a93fbcb4590b06557d33aedad31,2026-07-18T16:07:04,"ATP1/ATP5F1A is functionally associated with the cellular response to heat and with proteostasis-related biological processes, including protein folding, the endoplasmic-reticulum unfolded-protein response and autophagy.",5,6,0,16,16,0,195,75,135,14,79,38,4,0,0,93,42
f14437f9b01043a6b619e4938699871a,2026-07-18T16:12:59,"ATP1/ATP5F1A is functionally associated with the cellular response to heat and proteostasis-related biological processes, including protein folding, unfolded-protein response, and autophagy.",5,6,0,17,17,0,216,80,152,14,91,43,4,0,0,105,47
b7462c122d974233aa66457347d7f24b,2026-07-18T16:17:50,"ATP1/ATP5F1A is functionally associated with the cellular response to heat and with proteostasis-related biological processes, including protein folding, the endoplasmic-reticulum unfolded-protein response and autophagy.",5,6,0,16,16,0,195,75,135,14,79,38,4,0,0,93,42
98c4de06e80044409cd22cbbbebe8062,2026-07-18T16:25:10,"We hypothesize that ATP1/ATP5F1A has a role in thermal protection based on its association with response to heat, cellular response to heat, protein folding, autophagy, and response to unfolded protein, together with the protective effect of ATP1 knockout at 37°C versus 30°C.",5,8,0,18,13,5,138,60,90,10,63,16,1,0,0,73,17
a60e86d43bf84f90b61b811bf78adf05,2026-07-18T17:03:19,"We hypothesize that YBR035C has a role in thermal protection based on its association with heat response, protein folding, and autophagy, together with the protective effect of PDX3 knockout under pulsed thermal stress.",5,6,0,10,10,1,90,45,54,7,34,12,1,0,0,41,13
870a72ba92f445c788c5d1fb959f65a2,2026-07-18T17:16:07,"We hypothesize that YBR035C has a role in thermal protection based on its association with heat response, protein folding, and autophagy, together with the protective effect of PDX3 knockout under pulsed thermal stress.",5,7,0,19,12,7,147,90,75,7,35,32,1,0,0,42,33
a2d6de2f1ba7483a9e03d991f9fa4ae8,2026-07-18T17:26:24,"Betaine supplementation promotes healthy aging and inhibits cellular senescence. By acting as an exercise mimetic, betaine inhibits TBK1 activity. This targeted inhibition promotes a reduction in systemic inflammation and promotes cellular repair, effectively delaying age-related physical decline.",5,8,0,64,32,55,650,240,452,9,152,289,1,1,0,161,290
b620f3ac00774bf4934694b4b8d42091,2026-07-18T17:45:11,"diclofenac supplementation promotes healthy aging and inhibits cellular senescence. By acting as an exercise mimetic, diclofenac inhibits TBK1 activity. This targeted inhibition promotes a reduction in systemic inflammation and promotes cellular repair, effectively delaying age-related physical decline.",5,8,0,64,32,53,650,240,452,9,129,312,1,1,0,138,313
41fb1a5af1bc4799a82521c5f71d84fd,2026-07-18T18:01:05,"diclofenac supplementation promotes healthy aging and inhibits cell growth. By acting as an exercise mimetic, diclofenac inhibits TBK1 activity. This targeted inhibition promotes a reduction in systemic inflammation and promotes cellular repair, effectively delaying age-related physical decline.",5,8,0,67,34,47,786,315,527,3,147,373,3,1,0,150,376
